"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NCB                                     ","NCB ",1   ,"489180589      ",20092010  ,0     ,100.000  ,100.000  ,0    ,0    ,.02              ,566      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NCB                                     ","NCB ",4   ,"226176660      ",20082008  ,0     ,100.000  ,100.000  ,0    ,0    ,.01              ,20       ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NCB                                     ","NCB ",4   ,"226176660      ",20092009  ,0     ,100.000  ,100.000  ,0    ,0    ,.01              ,24       ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NCB                                     ","NCB ",4   ,"489180589      ",20092010  ,0     ,100.000  ,100.000  ,0    ,0    ,.03              ,566      ,.02              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NMPA SETTLEMENT                         ","NMPA",53  ,"LABEL DIGITAL V",18011812  ,0     ,.000     ,.000     ,0    ,0    ,.14              ,0        ,.10              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3730   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","NMPA SETTLEMENT                         ","NMPA",53  ,"TIK TOK SETTLEM",18072003  ,0     ,.000     ,.000     ,0    ,0    ,.25              ,0        ,.18              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3731   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",1   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.36              ,0        ,.26              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.02              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"ARGE","ARGENTINA                               "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",4   ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,1.54             ,0        ,.73              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"BRAZ","BRAZIL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",21  ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"ARGE","ARGENTINA                               "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",47  ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.01              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"ARGE","ARGENTINA                               "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",48  ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.12              ,0        ,.08              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"BRAZ","BRAZIL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","PEER MUSIC                              ","PEER",48  ,"               ",20012006  ,0     ,.000     ,.000     ,0    ,0    ,.08              ,0        ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3396   ,"CENT","CENTRAL AMERICA                         "
