Source,Normalized_Source
CMRRA - DEEZER (CANADA),Deezer
UNISON RIGHTS,Unison Rights
MLC - AUDIO MACK,Audiomack
MLC - PACEMAKER,Pacemaker
MLC - BOOMPLAY,Boomplay
MLC - BILL GRAHAM ARCHIVES,Bill Graham
CMRRA - CBC (CANADIAN BROADCAST MECHANICAL),CBC
"MUSIC REPORTS, INC. - PELOTON",Peloton
GUITARTABS / SONGSTERR,Guitartabs
MEDIANET,MediaNet
"MUSIC REPORTS, INC - AD SUPPORTED",Music Reports
"MUSIC REPORTS, INC. - HOOPLA",Hoopla
SHOUT! FACTORY,Shout Factory
COUNTRY MUSIC ASSOCIATION,Country Music Assosciation
WIPF AND STOCK PUBLISHERS,Other
ZAIKS,Zaiks
"CONCORD MUSIC GROUP, INC.",Concord Music
"MUSIC REPORTS, INC. - SLACKER",Slacker
CMRRA - MICROSOFT ZUNE,Microsoft
PEERMUSIC - SE ASIA,Peermusic
RIGHTSFLOW INC. (VIA GOOGLE),RightsFlow
GEOFF PAYNTER MUSIC PUBLISHING (S. AFRICA),Geoff Paynter Music
HAL LEONARD CORPORATION,Hal Leonard
SCD,SCD
D-VERSION MUSIC (GREECE),D Version Music
RECISIO,Recisio
K-TEL ENTERTAINMENT,K-Tel
TRINITY BROADCASTING NETWORK,Trinity Broadcasting
PELIKAN MUZIK (TURKEY),Pelikan Muzik
"MEDIANET (FORMERLY MUSIC REPORTS, INC. - MEDIANET)",MediaNet
PIANODISC,Pianodisc
SGAE (TAX REIMBURSEMENT),SGAE
CMRRA - CPCC (PRIVATE COPY),CPCC
EMI MUSIC PUBLISHING HONG KONG,EMI Music
MADACY ENTERTAINMENT GROUP,Madacy Entertainment
SPOTLIGHT RIGHTS,Spotlight Records
ENTERTAINMENT ONE,Entertainment One
SOCIEDADE PORTUGUESA DE AUTORES,SPAutores
BMG RIGHTS MANAGEMENT,BMG
JAMMIN II INC,Jammin II Inc
MLC - BEATPORT,Beatport
"GOOGLE, INC. (VIA RIGHTSFLOW, INC.)",Google
"RHP CORPORATE PROPERTIES, LLC",RHP Corporate
AUSTRO MECHANA,AKM
"MUSIC REPORTS, INC. - GROOVE",Groove
CAPITOL CMG (FORMERLY EMI - CMG),Capitol CMG
CMRRA,CMRRA
"AUDIO STREAM, INC.",Audio Stream
"GRAND OLE OPRY, LLC",Grand Ole Opry LLC
AMI ENTERTAINMENT / ROWE INTERNATIONAL,AMI Entertainment
"MUSIC REPORTS, INC. - PLAYNETWORK",PlayNetwork
EMI MUSIC PUBLISHING - MALAYSIA,EMI Music
37 RECORDS,37 Records
"DIRECT HOLDINGS AMERICAS, INC.",Direct Holdings Americas
"MUSIC REPORTS, INC. - MIXCLOUD",MixCloud
SIAE (TAX ADJUSTMENT),SIAE
"MANO A MANO PRODUCTIONS, LLC",Mano A Mano Productions
MEDIANET - WOLFGANG'S VAULT,MediaNet
RURAL RHYTHM,Rural Rhythm
FREMANTLE MEDIA AUSTRALIA PTY. LTD,Fremantle Media
"CBS MUSIC PRODUCTS, INC.",CBS
"DBB CHICAGO, INC.",DBB Chicago
FLUENT KNOWLEDGE,Fluent Knowledge
TURNBERRY RECORDS AND MANAGEMENT,Turnberry Records
CMRRA - MEDIANET (IMESH),MediaNet
"GPSI, INC.",GPSI Inc
"ARKANSAS MOVIE, LLC",Arkansas Movie LLC
"BLACKBIRD PRESENTS FILMS, LLC",Blackbird Presents
,Pool Revenue
"Music Cube, Inc",Music Cube
SGAE,SGAE
SUISA,SUISA
CMRRA,CMRRA
APRA-AMCOS,APRA AMCOS
Sony Music Publishing (Japan) Inc,Sony Music
SACEM,SACEM
Schubert Music Publishing,Schubert Music Publishing
AMRA,AMRA
CASH,CASH
Dalia Publishing Limited,Dalia Publishing
Sony Music Entertainment (US),Sony Music
STIM-NCB,STIM-NCB
"Hangzhou NetEase Cloud Music Technology Co., Ltd",NetEase
Indie-Works Too Sdn Bhd,Indie-Works
SABAM,SABAM
"UMG Recordings, Inc.",Universal Music
Recisio SAS,Recisio
Harry Fox Agency (HFA),HFA
Sony Music Canada Inc.,Sony Music
GEMA,GEMA
All Music Publishing LLC,All Music Publishing LLC
"Google, Inc (including YouTube)",Google
Google Inc.,Google
Music Reports,Music Reports
Touchtunes Music Corporation,TouchTunes
ABRAMUS,Abramus
YouTube Canada (Google Inc),YouTube
"Facebook, Inc.",Facebook
TikTok Inc.,TikTok
SACM,SACM
"One Asia Music, Inc",One Asia Music
Indie-Works (Fujipacific),Indie-Works
"Tencent Music Entertainment Technology Co., Ltd.",Tencent
SIAE,SIAE
Yokee,Yokee
"Epic Games, Inc.",Epic Games
Medianet,MediaNet
"PlayNetwork, Inc.",PlayNetwork
APDAYC,APDAYC
Sony Music Australia,Sony Music
MCPS-PRS,MCPS-PRS
Universal Music Australia,Universal Music
SAYCO,SAYCO
ASCAP,ASCAP
SCD,SCD
SOCAN,SOCAN
IDM Music,IDM Music
BMI,BMI
BUMA-STEMRA,CALM RADIO
Zeplin Muzik Edisyon Tic Ltd Sti,Zeplin Muzik Edisyon
Forward Music Publishing (Fujipacific),Fujipacific
SAYCE,SAYCE
AGADU,AGADU
MusiXMatch SRL,Musixmatch
LyricFind,LyricFind
Ultimate Guitar USA,Ultimate Guitar
Stingray Music USA Inc.,Stingray Music
AKM-AUME,AKM-AUME
D-Version Music Publishing Limited,D-Version Music Publishing Limited
Sheer Music Publishing (PTY) Limited,Sheer Music Publishing
A Cappella Records,A Cappella Records
Sony Music Entertainment (Canada),Sony Music
"Peloton Interactive, Inc.",Peloton
Fujipacific Music (S.E.Asia) Ltd,Fujipacific
COMPASS,COMPASS
Sony Music NZ,Sony Music
Boyce Avenue Records,Boyce Avenue Records
A Capella Records,A Cappella Records
SADAIC,SADAIC
Briana Music,Briana Music
StarMaker Interactive,StarMaker Interactive
"CC Entertainment, Inc.",CC Entertainment
"Hydrow, Inc",Hydrow Inc
AMI Entertainment,AMI Entertainment
Universal Television LLC,Universal Music
Dynamix Music,Dynamix Music
Beachbody LLC,Beachbody LLC
"DigiTrax Entertainment, LLC",DigiTrax
Warner Music Group,Warner Music
"Pole Sisters, LLC, c/o STX Entertainment",Pole Sisters LLC
CAPASSO,Capasso
MLC,MLC
SPA,SPA
Tik Tok,TikTok
Finnmax LLC,Finnmax LLC
DCP Nyre Expense Acct.,DCP Nyre
DCP AMA Expense Acct.,DCP AMA
Hal Leonard Corporation,Hal Leonard Corporation
Dubset Media Holdings Inc,Dubset Media Holdings Inc
EGR Media,EGR Media
Zig Zag Productions,Zig Zag Productions
Sony Music Entertainment Hong Kong Ltd,Sony Music
"Wurrly, LLC",Wurrly LLC
"NBC Universal Media, LLC",NBC
Taxi Jams LLC obo MTV International,Taxi Jams LLC
Amazon Prime 4Q20,Amazon
BTS1 IS,Apple Music
Pandora,Pandora
Pandora Plus,Pandora
Pandora Premium,Pandora
YOUTUBE MUSIC,YouTube
YOUTUBE PREMIUM,YouTube
APPLE VIDEO ON DEMAND,Apple Music
HBO MAX 2Q21 PERFORMANCES,HBO
PLAYSTATION VIDEO,PlayStation
VUDU,Vudu
AMI,AMI Entertainment
CLOUD COVER MUSIC,Cloud Cover Music
MUSIC CHOICE,Music Choice
PLAY NETWORK,PlayNetwork
SOUNDTRACK YOUR BRAND,Soundtrack Your Brand
TOUCHTUNES,TouchTunes
ACCURADIO,Accuradio
AMAZON MUSIC FREE,Amazon
APPLE FITNESS,Apple Music
APPLE SUBSCRIPTION,Apple Music
APPLE SUBSCRIPTION (FREE TRIAL),Apple Music
CALM RADIO,Calm Radio
DEEZER,Deezer
HOOPLA AUDIO,Hoopla
IMVU - WWW.IMVU.COM,IMVU
Live365.com,Live365
MUSICNET,MusicNet
PELOTON,Peloton
PRONET LICENSING,Pronet Licensing
QOBUZ,Qobuz
SONGPOP,SongPop
SOUNDCLOUD,Soundcloud
SOUNDCLOUD FREE,Soundcloud
TIDAL,Tidal
TIKTOK,TikTok
TUNEIN INC,TuneIn
AMAZON MUSIC UNLIMITED,Amazon
AMAZON PRIME MUSIC,Amazon
IHEART ALL ACCESS,iHeart
IHEART FREE,iHeart
IHEART PLUS,iHeart
ITUNIR,iTunes
NPSTIR,Napster
RADIO TUNES,Radio Tunes
SPOTIFY,Spotify
VEVOIR,Vevo
FACEBOOK OBO KOBALT,Facebook
Facebook Premium Music Videos (PMV),Facebook
FACEBOOK - PROXY PERFORMANCES,Facebook
SONGWIZE-YOUTUBE GEN ENTERTAINMENT OBO KOBALT,YouTube
SONGWIZE - YOUTUBE MUSIC OBO KOBALT,YouTube
SONGWIZE - YOUTUBE PREMIUM OBO KOBALT,YouTube
YOUTUBE - AUDIO PERFORMANCES,YouTube
YouTube GEF Supplemental Fees 1Q20,YouTube
YouTube GEF Supplemental Fees 2Q20,YouTube
YouTube Premium Supplemental 1Q15-4Q16,YouTube
YouTube Premium Supplemental 1Q17-4Q17,YouTube
YouTube Premium Supplemental 1Q18-2Q19,YouTube
YOUTUBE - PROXY A/V PERFORMANCES,YouTube
,Pool Revenue
SIRIRS,Sirius
Google Play Music,Google
GOOGLE PLAY MUSIC - FREE TRIAL,Google
AMAZON VIDEO ON DEMAND,Amazon
HULU,Hulu
NETFLIX - WWW.NETFLIX.COM,Netflix
AAPTIV - AUDIO PERSONAL TRAINER APP,Aaptiv
FEED.FM,Feed.fm
KARAFUN,Karafun
MIXCLOUD,MixCloud
NPR DIGITAL STREAMING,NPR
RFC MEDIA,RFC Media
GOOGLE PLAY OBO KOBALT,Google
FLYWHEEL,Flywheel
NEUROTIC MEDIA,Neurotic Media
SLACKER - WWW.SLACKER.COM,Slacker
AMAZON MUSIC UNLIMITED (4Q16 THROUGH 3Q18 PERFORMA,Amazon
RHAPSODY,Rhapsody
SPOTIR,Spotify
Microsoft Movies/TV,Microsoft
8TRACKS - WWW.8TRACKS.COM,8Tracks
AMZ MUSIC,AMZ Music
FIT RADIO,Fit Radio
ROCK MY RUN,Rock My Run
AUDIOMACK,Audiomack
FACEBOOK,Facebook
YOUTUBE SETTLEMENT 2Q19-4Q19 - AUDIO PERFORMANCES,YouTube
"Reprocess 775,777,779",Other
RADIONOMY,Radionomy
YOUTUBE RED,YouTube
GOOGLE PLAY MUSIC - FREE TRIAL - SETTLEMENT (2Q16,Google
Google Play Music Settlement (2Q16 - 1Q17),Google
RADIONOMY - SETTLEMENT (1Q13-3Q17),Radionomy
APPLE OTHER,Apple Music
GPLK IR,Other
YTBKIR,YouTube
YTKGIR,YouTube
GROVIR,Other
DART FUND DISTRIBUTION,Dart Fund Distribution
VUDU SETTLEMENT PERIOD 2013-2018,Vudu
SAAVN,SAAVN
ULTIMATE GUITAR,Ultimate Guitar
SONGWIZE-YOUTUBE GEN ENTERTAINMENT OBO KOBALT SUPP,YouTube
NETFLIX - ADDITIONAL FEES,Netflix
7DIGITAL,7 Digital
DEEZER SETTLEMENT (3Q14 - 4Q18 PERFORMANCES),Deezer
AMAZON MUSIC UNLIMITED (ADDITIONAL FEES),Amazon
SOUNDCLOUD SETTLEMENT PERIOD (THROUGH 3Q19),Soundcloud
DMX SATELLITE CENSUS - NON CLASSICAL CHANNELS,DMX
SCL2IR,Soundcloud
YouTube General Entertainment Supplemental Fees,YouTube
AMAZON CHANNEL SUBSCRIPTIONS,Amazon
OMFIT,Omfit
YOUTUBE SETTLEMENT 4Q17-1Q19 - AUDIO PERFORMANCES,YouTube
AMAZON PRIME VOD ADDL FEES 1Q17 2Q18,Amazon
HULU ADDL FEES 1Q2013-2Q2018,Hulu
MICROSOFT TV 1Q17-3Q18 PERFORMANCES,Microsoft
STREAMLICENSING,StreamLicensing
SPOTIFY - ADDITIONAL INTERIM FEES,Spotify
YOUTUBE SETTLEMENT 2013-2016 - AUDIO PERFORMANCES,YouTube
YOUTUBE SETTLEMENT 2013-2016 - PROXY A/V PERFS,YouTube
TIKTOK NOV-DEC20,TikTok
TIKTOK SETTLEMENT 1Q19-APR20,TikTok
TIKTOK SETTLEMENT 3Q20,TikTok
TIKTOK SETTLEMENT MAY-JUN20,TikTok
TIKTOK SETTLEMENT OCT20,TikTok
YouTube Premium Supplemental 3Q19 -2Q20,YouTube
APRA,APRA AMCOS
AKM,AKM-AUME
PRS,PRS
UBC,UBC
MCSC,MCSC
ACAM,ACAM
HDS-ZAMP,HDS-ZAMP
OSA,OSA
KODA,KODA
NCB,STIM-NCB
EAU,EAU
TEOSTO,TEOSTO
AEI,AEI
AACIMH,AACIMH
ARTISJUS,Artisjus
STIM,STIM-NCB
IPRS,IPRS
WAMI,WAMI
IMRO,IMRO
ACUM,ACUM
DEAL,DEAL
JACAP,JACAP
JASRAC,JASRAC
LATGA,LATGA
MACP,MACP
BUMA,CALM RADIO
TONO,TONO
SPAC,SPAC
APA,APA
ZAIKS,ZAIKS
UCMR-ADA,UCMR-ADA
RAO,RAO
SOKOJ,SOKOJ
MINT,MINT
SAZAS,SAZAS
SAMRO,SAMRO
KOMCA,KOMCA
MUST,MUST
VCPMC,VCPMC
COSCAP,COSCAP
MUSICAUTOR,MUSICAUTOR
GCA,GCA
AKKA-LAA,AKKA-LAA
FILSCAP,FILSCAP
ECCO,ECCO
MCT,MCT
MESAM,MESAM
SOZA,SOZA
COTT,COTT
SACIM,SACIM
AUTODIA,Autodia
AEPI,AEPI
KAZAK,KAZAK
SOUNDCLOUD FREE,Soundcloud
SOUNDCLOUD GO,Soundcloud
SOUNDCLOUD PLUS,Soundcloud
RADIO,Radio - General
RMLC2018 STLMNT,RMLC
RMLC2019 STLMNT,RMLC
COMM RADIO,Radio - General
BET,BET
BET JAMS,BET
ESPN NEWS,ESPN
REVOLT,Revolt
APPLE FAMILY,Apple Music
APPLE INDIV,Apple Music
APPLE STUDENT,Apple Music
APPLE TRIAL,Apple Music
APPLE VER TRIAL,Apple Music
APPLE VERIZ BUN,Apple Music
APPLE VERIZON,Apple Music
APPLE WINBK FAM,Apple Music
APPLE WINBK IND,Apple Music
CPB WEB MUSIC,CPB
DAILY MOTION,Daily Motion
DEEZER,Deezer
GOOGLE PLAY SUB,Google
GTL,GTL
IHEART FREE,iHeart
IHEART PLUS,iHeart
IHEARTALLACCESS,iHeart
INTERNET,Internet - General
NAPSTER PREMIER,Napster
SPOTIFY FAMILY,Spotify
SPOTIFY FREE,Spotify
SPOTIFY PREM,Spotify
SPOTIFY STUDENT,Spotify
TIDAL,Tidal
VEVO,Vevo
YOUTUBE FREE,YouTube
YOUTUBE MUSIC,YouTube
YOUTUBE PREMIUM,YouTube
HULU,Hulu
NETFLIX,Netflix
MUS CHOICE COMM,Music Choice
MUZAK,Muzak
COLLEGE RADIO,Radio - General
MUSIC CHOICE,Music Choice
AMI ENTERTAINMT,AMI Entertainment
TOUCHTUNES,TouchTunes
NCTA,NCTA
GENERAL,Other
TELEVISION,TV - General
FILM,Films - General
VARIOUS,Other
AMAZON PRIME,Amazon
AMAZON UNLTD,Amazon
FACEBOOK,Facebook
PANDORA,Pandora
PANDORA PLUS,Pandora
PANDORA PREMIUM,Pandora
AAPTIV,Aaptiv
AUDIOMACK,Audiomack
HOOPLA MUSIC,Hoopla
MIXCLOUD,MixCloud
NAPSTER UNRADIO,Napster
PELOTON,Peloton
SLACKER,Slacker
TIK TOK,TikTok
XITE,Xite
CMS,CMS
AUDIOMACK PE19,Audiomack
AMAZON VOD,Amazon
BEATS 1,Apple Music
GOOGLE PLAY RAD,Google
BRAVO,TV - General
OXYGEN,Oxygen
BET HER,BET
PLAYNET-DIR LIC,PlayNetwork
ABC,ABC
AMAZON CHANNELS,Amazon
UNITED,Airlines
SIRIUS XM COMM,Sirius XM
SIRIUS XM,Sirius XM
ANGELS,Sports Franchises
MARINERS,Sports Franchises
BEARS,Sports Franchises
CHARGERS,Sports Franchises
DOLPHINS,Sports Franchises
FALCONS,Sports Franchises
FOOTBALL TEAM,Sports Franchises
GIANTS,Sports Franchises
JETS,Sports Franchises
LIONS,Sports Franchises
PACKERS,Sports Franchises
RAIDERS,Sports Franchises
RAMS,Sports Franchises
SAINTS,Sports Franchises
SEAHAWKS,Sports Franchises
49ERS,Sports Franchises
BRUINS,Sports Franchises
DUCKS,Sports Franchises
KINGS,Sports Franchises
SHARKS,Sports Franchises
FACEBOOK 2H2020,Facebook
CBS,CBS
DIRECTV SPTS,DirecTV
IN DEMAND SPORT,In Demand
MTV,MTV
MTV LIVE,MTV
HEADLINER,Headliner
DODGERS,Sports Franchises
INDIANS,Sports Franchises
ORIOLES,Sports Franchises
RED SOX,Sports Franchises
TIGERS,Sports Franchises
PATRIOTS,Sports Franchises
REDSKINS,Sports Franchises
STEELERS,Sports Franchises
FACEBK 2018-19,Facebook
Amazon Music Unlimited Individual,Amazon
Tidal - Premium + HiFi,Tidal
YOUTUBE,YouTube
Pandora Limited,Pandora
APPLE,Apple Music
GOOGLE PLAY,Google
SPOTIFY,Spotify
Amazon Music Unlimited Home,Amazon
Standalone Premium Plus,Standalone Premium Plus
iHeart Premium,iHeart
Hoopla,Hoopla
Family Premium Plus,TV - General
Premium Elite (Sonos),Sonos
Genius Media Group Inc.,Genius Media Group
"APPLE, INC",Apple Music
SPOTIFY USA INC.,Spotify
Premium Plus (Cricket),Cricket
Ad-Supported Stations Tier,Radio - General
Musixmatch,Musixmatch
,Pool Revenue
musical.ly,musical.ly
ATTU,ATTU
DTV,TV - General
ECHO,ECHO
INDM,INDM
APPLE MUSIC,Apple Music
DEEZER MUSIC BRASIL,Deezer
SPOTIFY BRASIL PREMIUM,Spotify
NUUDAY A/S,Nuuday
NUUDAY,Nuuday
TDC PLAY,TDC
Amazon Music Unlimited Bundle,Amazon
ONLINE AU-FACEBOOK [ANALOGOUS],Facebook
ONLINE AU-YTUBE GE [DISAG][PTS,YouTube
ONLINE AU-YTUBE MU [DISAG][PTS,YouTube
STREAMING AU-APPLE MUSIC [DISA,Apple Music
STREAMING AU-GOOGLE PLAY [DISA,Google
STREAMING AU-OTHER [APPLE-ANAL,Apple Music
STREAMING AU-OTHER [SPOTIFY-AN,Spotify
STREAMING AU-SPOTIFY [DISAGGRE,Spotify
STREAMING NZ-APPLE MUSIC [DISA,Apple Music
STREAMING NZ-GOOGLE PLAY [DISA,Google
Brisbane Bullets 2018-2019 NB,Sports Franchises
BACKGROUND MUSIC AU-APPLE [ANA,Apple Music
BACKGROUND MUSIC AU-SPOTIFY [A,Spotify
SCREENRIGHTS-RETRANS-ABC1,Other
SCREENRIGHTS RETRANSMISSION -,Other
2JJJ census disk,Other
STREAMING NZ-OTHER [SPOTIFY-AN,Internet - General
STREAMING NZ-SPOTIFY [DISAGGRE,Spotify
BACKGROUND MUSIC NZ-APPLE [ANA,Apple Music
BACKGROUND MUSIC NZ-SPOTIFY [A,Spotify
NZ BACKGROUND MUSIC SUPPLIER-A,Other
MAI FM AUCKLAND (MAORI STATION,Radio - General
NEW ZEALAND MAORI RADIO,Radio - General
AMCOS NZ Streaming Distribution Client,AMCOS
Amcos One Off Distribution Client,AMCOS
AMCOS Streaming Distribution Client,AMCOS
Itunes Store,iTunes
AUST DOWNLOAD (AMCOS TRANSFER),AMCOS
YG (November 2018),YG
NIGHTCLUBS AU-KUVO [APRA],APRA
NIGHTCLUBS - DJ MONITOR,DJ Monitor
"SHOWCASE (FOXTEL, OV, AUSTAR)",Showcase
AIRLINES - NZ [AUDIO],Airlines
NIGHTCLUBS NZ-KUVO [APRA],APRA
NZ NIGHTCLUB (COPY AUS DJ MONI,DJ Monitor
NZC - FLAVA 96.1FM,Radio - General
RADIO COMMERCIAL NZ-MAGIC TALK,Radio - General
AUME,AUME
AKM,AKM
Apple Computer Inc.,Apple Music
Aspiro AB,Aspiro
7 Digital Inc,7 Digital
Satellite Radio ISRC,Radio - General
Comm Radio English,Radio - General
Apple Canada Inc.,Apple Music
Spotify AB,Spotify
YTMS,YouTube
"Google, Inc",Google
Amazon Digital Services Inc.,Amazon
GOOGLE INC,Google
FELIX MUSIQUE SONORISATION,Felix Musique
RADIO FRANCE,Radio - General
RFO TELEVISION,TV - General
FACEBOOK FRANCE,Facebook
FOX LIFE +1 TELEFILM,FOX
FOX LIFE TELEFILM,FOX
JASRAC,JASRAC
Bakgrund,Background Music
Bakgrund - Apple Music (analog,Apple Music
Bakgrund - Spotify (analogi),Spotify
Disco - Spotify (analogi),Spotify
Streaming - on-demand,Internet - General
SECURYCAST OY,SecuryCast
BEAT A/S,BEAT
Bakgrund - Downloads (analogi),Background Music
iTunes Downloads Utf. (analogi,iTunes
iTunes Downloads Mek. (analogi,iTunes
P3 Din Gata,TV - General
NAPSTER S.A.R.L,Napster
AMAZON MEDIA EU S.A.R.L.,Amazon
FACEBOOK IRELAND LIMITED,Facebook
GOOGLE,Google
QOBUZ,Qobuz
APPLEMUSIC DSRF,Apple Music
ITUNES ONLINE MUSIC,iTunes
WARNER:ITUNES DOWNLOAD,iTunes
WARNER:APPLEMUSIC STREAM,Apple Music
SOUNDCLOUD LIMITED,Soundcloud
WARNER:ITUNES,iTunes
WARNER:APPLEMUSIC,Apple Music
Mixcloud Select,MixCloud
RHYTHM + FLOW,Rhythm + Flow
THE RECORDING ACADEMY,The Recording Academy
NFL PRODUCTIONS LLC D/B/A NFL FILMS,NFL
ATL AMAZON DOWNLOAD STORE,Amazon
ATL APPLE ITUNES,iTunes
ATL GOOGLE PLAY,Google
ATL HD TRACKS,HDTracks
ATL MAGENTO D2C,Magento
ATL MEDIANET,MediaNet
ATL MIX & BURN,Mix & Burn
ATL NEUROTIC MEDIA,Neurotic Media
ATL RED TOUCH MEDIA,Red Touch Media
ATL TIDAL/WIMP,Tidal
腾讯 QQ 音乐,Chinese Income
腾讯 酷我,Chinese Income
SUISA,SUISA
Amazon Prime Music,Amazon
Music Reports Inc,Music Reports Inc
TikTok,TikTok
HBO,HBO
HBO2,HBO
HBOL,HBO
HBOS,HBO
038TELEVISION,TV - General
ATL ACOUSTIC SOUNDS,Acoustic Sounds
ATL MIX & BURN / CATCH MEDIA,Mix & Burn
ATL ONMOBILE LIVE,OnMobile
Lyricfind,LyricFind
Fashion Nova - Settlement,Fashion Nova
021YOUTUBE FREE,YouTube
021SOUNDCLOUD FREE,Soundcloud
021SOUNDCLOUD GO,Soundcloud
021SOUNDCLOUD PLUS,Soundcloud
021SPOTIFY FREE,Spotify
021SPOTIFY PREM,Spotify
021TIDAL,Tidal
021VEVO,Vevo
021COMM RADIO,Radio - General
021RADIO,Radio - General
021AMI ENTERTAINMT,AMI Entertainment
021APPLE STUDENT,Apple Music
021APPLE FAMILY,Apple Music
021APPLE INDIV,Apple Music
021APPLE TRIAL,Apple Music
021APPLE VERIZ BUN,Apple Music
021APPLE VERIZON,Apple Music
021APPLE VER TRIAL,Apple Music
021APPLE WINBK FAM,Apple Music
021APPLE WINBK IND,Apple Music
021PANDORA,Pandora
021PANDORA PLUS,Pandora
021PANDORA PREMIUM,Pandora
021DAILY MOTION,Daily Motion
021IHEART FREE,iHeart
021NAPSTER PREMIER,Napster
POPMUSIK,PopMusik
STREAMING AU - OTHER,Internet - General
NEW ZEALAND TV1/TV2 PROGS,TV - General
YouTube (UMP and PAL),YouTube
AMCOS NZ One Off Distribution Client,AMCOS
APPLE MUSIC FAMILY,Apple Music
APPLE MUSIC INDIVIDUAL,Apple Music
SPOTIFY BRASIL FREE,Spotify
GOOGLE PLAY MUSIC,Google
Rhapsody International Inc,Rhapsody
LES INDES RADIOS,Radio - General
PHONO,Phono
TDC A/S - PLAY,TDC
Spotify Mek. (analogi),Spotify
Spotify Utf. (analogi),Spotify
Utland - Radio,Radio - General
Bakgrund - YouTube (analogi),YouTube
APPLE DISTRIBUTION INTERNATIONAL,Apple Music
APPLE DISTRIBUTION INTERNATION,Apple Music
APPLEMUSIC CARRIER1,Apple Music
APPLEMUSIC CARRIER3,Apple Music
APPLEMUSIC CARRIER4,Apple Music
APPLEMUSIC CARRIER5,Apple Music
APPLEMUSIC FAMILY,Apple Music
APPLEMUSIC INDIVIDUAL,Apple Music
APPLEMUSIC INDIVIDUAL ANNUAL,Apple Music
APPLEMUSIC STUDENT,Apple Music
APPLEMUSIC TRIAL,Apple Music
WARNER:APPLE DISTRIBUTION INTE,Apple Music
APPLEMUSIC 3FOR1 WINBACK INDIV,Apple Music
Amazon Cloud Player,Amazon
CENT,CENT
VH1,VH1
DEEZER MUSIC BRASIL FREE,Deezer
NAPSTER BRAZIL,Napster
SAMRO,SAMRO
ATL VERVELIFE,VerveLife
FOX,FOX
Slacker OnDemand,Slacker
SoundCloud GO+,Soundcloud
Soundcloud,Soundcloud
Vigo Video_Settlement,Vigo
021YOUTUBE MUSIC,YouTube
021YOUTUBE PREMIUM,YouTube
021FACEBOOK,Facebook
APPLE DISTRIBUTION INTERNATIONAL ULC,Apple Music
021INTERNET,Internet - General
021AUDIOMACK PE19,Audiomack
021DEEZER,Deezer
021SPOTIFY FAMILY,Spotify
021SPOTIFY STUDENT,Spotify
"AMI ENTERTAINMENT, INC. A SUBSIDIARY OF ROWE INTERNATI",AMI Entertainment
ISPOTIFY,Spotify
021GOOGLE PLAY SUB,Google
Buitenland MR,Buitenland
Utland utan rapport - Radio,Radio - General
PRS,PRS
SACM,SACM
UBC,UBC
5MAX,TV - General
HBOF,HBO
MAX,MAX
MLTN,MLTN
MMAX,MMAX
MOVX,MOVX
OMAX,OMAX
ASCAP - Reprocessing,ASCAP
IFACEBK,Facebook
SPOTIFY SYB,Spotify
021IHEARTALLACCESS,iHeart
021IHEART PLUS,iHeart
021AMAZON PRIME,Amazon
021GTL,GTL
021AMAZON UNLTD,Amazon
IAPPLE,Apple Music
IGOOP,Google
ITIDAL,Tidal
ISCLD,Soundcloud
055TELEVISION,TV - General
放心播,Chinese Income
OD AU-DIGITAL DOWNLOADS,Internet - General
SS AU-APPLE MUSIC [FAMILY],Apple Music
SS AU-APPLE MUSIC [INDIVIDUAL],Apple Music
SS AU-APPLE MUSIC [STUDENT],Apple Music
SS AU-APPLE MUSIC [TELCO],Apple Music
SS AU-GOOGLE PLAY,Google
SS AU-OTHER,Other
SS AU-SPOTIFY [AD FUNDED],Spotify
SS AU-SPOTIFY [FAMILY],Spotify
SS AU-SPOTIFY [INDIVIDUAL],Spotify
SS AU-SPOTIFY [STUDENT],Spotify
SS NZ-APPLE MUSIC [FAMILY],Apple Music
SS NZ-APPLE MUSIC [INDIVIDUAL],Apple Music
SS NZ-APPLE MUSIC [STUDENT],Apple Music
SS NZ-GOOGLE PLAY,Google
WB AU-FACEBOOK,Facebook
WB AU-INSTAGRAM,Facebook
WB AU-YOUTUBE GENERAL ENT,YouTube
WB AU-YOUTUBE MUSIC USAGE,YouTube
BG AU-ANALAGOUS-APPLE,Apple Music
BG AU-ANALAGOUS-SPOTIFY,Spotify
ST AU-ABC JJJ,ABC
SS NZ-OTHER,Other
SS NZ-SPOTIFY [AD FUNDED],Spotify
SS NZ-SPOTIFY [FAMILY],Spotify
SS NZ-SPOTIFY [INDIVIDUAL],Spotify
SS NZ-SPOTIFY [STUDENT],Spotify
AI NZ-AUDIO,Airlines
BG NZ-ANALAGOUS-APPLE,Apple Music
BG NZ-ANALAGOUS-SPOTIFY,Spotify
BM NZ-AUTOMATED MUSIC SYST,Other
RC NZ-MAI FM,Radio - General
RN NZ-MAORI,Radio - General
Itunes (icloud),iTunes
Spotify NZ,Spotify
AMS,AMS
ISLACKRD,Slacker
IYTUB,YouTube
SPITG,Other
CFXJFM,Radio - General
BKEN,BKEN
Pay Audio ISRC,Pay Audio ISRC
SKY ROCK,Sky Networks
FACEBOOK-INSTAGRAM,Facebook
FACE-INSTA(2018-2019),Facebook
FUNX als Achtergrondmuziek,FUNX
Mech. Achtergrondmuziek,Other
RTL4,RTL
RTL4 MR,RTL
Ziggo Sport Totaal MR,Ziggo
