Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
917,177149937,M,2016101,Alliance RDIO United Kingdom On Demand Subs Dual Single, ,Heaven Sent,.009,50,30/06/2014,30/06/2014, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7158545Z,T0103384219,7158545Z, ,232574,GBP, , , , , 
918,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,Heaven Sent,.054,50,12/08/2015,12/08/2015, , ,,00000866, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7158545Z,T0103384219,7158545Z,14778722,245053,GBP, , , , , 
919,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,Heaven Sent,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7158545Z,T0103384219,7158545Z,14778722,231186,EUR, , , , , 
920,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.0406,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208684,GBP, , , , , 
921,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.0101,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208684,GBP, , , , , 
922,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.063,50,31/01/2016,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208684,GBP, , , , , 
923,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.2247,50,31/01/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208684,GBP, , , , , 
924,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.2248,50,28/02/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208687,GBP, , , , , 
925,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.0202,50,27/12/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208681,GBP, , , , , 
926,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Heaven Sent,.3896,50,27/12/2015,, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208681,GBP, , , , , 
927,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7158545Z,T0103384219,7158545Z,14778722,231178,GBP, , , , , 
928,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7158545Z,T0103384219,7158545Z,13646086,231178,GBP, , , , , 
929,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.0672,50,31/01/2016,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208685,GBP, , , , , 
930,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.0672,50,28/02/2016,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208688,GBP, , , , , 
931,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.0224,50,27/12/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208682,GBP, , , , , 
932,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Heaven Sent,.0448,50,27/12/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,208682,GBP, , , , , 
933,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,Hold On,.0008,50,27/09/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208725,EUR, , , , , 
934,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Hold On,.0197,50,27/09/2015,, , ,,00000204, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208569,GBP, , , , , 
935,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Hold On,.0525,50,27/09/2015,, , ,,00000063, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208567,GBP, , , , , 
936,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Hold On,.0883,50,27/09/2015,, , ,,00000108, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208679,GBP, , , , , 
937,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.036,50,30/11/2015,30/11/2015, , ,,00000036, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244908,GBP, , , , , 
938,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.027,50,31/01/2012,31/01/2012, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244810,GBP, , , , , 
939,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,31/05/2015,31/05/2015, , ,,00000006, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244868,GBP, , , , , 
940,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,31/03/2015,31/03/2015, , ,,00000011, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244860,GBP, , , , , 
941,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,30/06/2015,30/06/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244874,GBP, , , , , 
942,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.054,50,31/08/2012,31/08/2012, , ,,00000007, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244816,GBP, , , , , 
943,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.018,50,30/04/2015,30/04/2015, , ,,00000013, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244862,GBP, , , , , 
944,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Hold On,.018,50,30/09/2012,30/09/2012, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,244818,GBP, , , , , 
945,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Hold On,.0391,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,209707,EUR, , , , , 
946,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Hold On,.0781,50,01/10/2015,, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,209707,EUR, , , , , 
947,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.018,50,31/03/2015,31/03/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232188,GBP, , , , , 
948,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,28/02/2014,28/02/2014, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232244,GBP, , , , , 
949,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.018,50,31/07/2015,31/07/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232836,GBP, , , , , 
950,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,31/05/2015,31/05/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232234,GBP, , , , , 
951,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.018,50,31/08/2015,31/08/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232838,GBP, , , , , 
952,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232232,GBP, , , , , 
953,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.009,50,30/09/2015,30/09/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232840,GBP, , , , , 
954,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Hold On,.027,50,30/11/2015,30/11/2015, , ,,00000005, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q, ,232862,GBP, , , , , 
955,177149937,M,2016101,Alliance Online Residuals PDS Ireland Permanent Download Service Single, ,Hold On,.0765,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q,14778701,231215,EUR, , , , , 
956,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,Hold On,.081,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q,14778701,231209,GBP, , , , , 
957,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,Hold On,.063,50,12/08/2015,12/08/2015, , ,,00000885, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q,14778701,245053,GBP, , , , , 
958,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,Hold On,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q,14778701,231186,EUR, , , , , 
959,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Hold On,.2247,50,28/02/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208687,GBP, , , , , 
960,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Hold On,.2248,50,31/01/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208684,GBP, , , , , 
961,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Hold On,.0144,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208684,GBP, , , , , 
962,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Hold On,.3896,50,27/12/2015,, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208681,GBP, , , , , 
963,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Hold On,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Polygram Music Publishing Ltd ,Universal Music Publishing Lim,2144899Q,T0102481582,2144899Q,14778701,231178,GBP, , , , , 
964,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Hold On,.0224,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208685,GBP, , , , , 
965,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Hold On,.0672,50,28/02/2016,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208688,GBP, , , , , 
966,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Hold On,.0224,50,27/12/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,208682,GBP, , , , , 
967,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,I'm Still Crying,.0028,33.34,27/09/2015,, , ,,00000005, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208567,GBP, , , , , 
968,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,I'm Still Crying,.0007,33.34,27/09/2015,, , ,,00000011, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208569,GBP, , , , , 
969,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,I'm Still Crying,.0066,33.34,27/09/2015,, , ,,00000012, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208679,GBP, , , , , 
970,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,I'm Still Crying,.009,33.34,30/04/2015,30/04/2015, , ,,00000002, ,Bryan Kelly,Lowis Nigel Philip,Plato Graham,Universal Music Publ Internati,2390398T,T0116576874,2390398T, ,244862,GBP, , , , , 
971,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,I'm Still Crying,.009,33.34,12/08/2015,12/08/2015, , ,,00000149, ,Bryan Kelly,Lowis Nigel Philip,Plato Graham,Universal Music Publ Internati,2390398T,T0116576874,2390398T, ,245053,GBP, , , , , 
972,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,I'm Still Crying,.01,33.34,27/12/2015,, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208681,GBP, , , , , 
973,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,I'm Still Crying,.0095,33.34,28/02/2016,, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208687,GBP, , , , , 
974,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,I'm Still Crying,.02,33.34,28/02/2016,, , ,,00000002, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208687,GBP, , , , , 
975,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,I'm Still Crying,.162,33.34,31/12/2013,31/12/2013, , ,,00000001, ,Bryan Kelly,Lowis Nigel Philip,Plato Graham,Universal Music Publ Internati,2390398T,T0116576874,2390398T, ,231178,GBP, , , , , 
976,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,I'm Still Crying,.162,33.34,31/12/2013,31/12/2013, , ,,00000001, ,Bryan Kelly,Lowis Nigel Philip,Plato Graham,Universal Music Publ Internati,2390398T,T0116576874,2390398T,17269734,231178,GBP, , , , , 
977,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,I'm Still Crying,.0149,33.34,28/02/2016,, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,208688,GBP, , , , , 
978,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,If I Knew You Then,.0013,50,27/09/2015,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208725,EUR, , , , , 
979,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,If I Knew You Then,.0004,50,27/09/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208708,EUR, , , , , 
980,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,If I Knew You Then,.0589,50,27/09/2015,, , ,,00000072, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208679,GBP, , , , , 
981,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,If I Knew You Then,.0141,50,27/09/2015,, , ,,00000146, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208569,GBP, , , , , 
982,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,If I Knew You Then,.0675,50,27/09/2015,, , ,,00000081, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208567,GBP, , , , , 
983,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,If I Knew You Then,.0391,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,209707,EUR, , , , , 
984,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,If I Knew You Then,.0781,50,01/10/2015,, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,209707,EUR, , , , , 
985,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,If I Knew You Then,.0273,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,209708,EUR, , , , , 
986,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,If I Knew You Then,.063,50,31/01/2016,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208684,GBP, , , , , 
987,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,If I Knew You Then,.2247,50,31/01/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208684,GBP, , , , , 
988,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,If I Knew You Then,.2248,50,28/02/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208687,GBP, , , , , 
989,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,If I Knew You Then,.3896,50,27/12/2015,, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208681,GBP, , , , , 
990,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,If I Knew You Then,.0408,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208684,GBP, , , , , 
991,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,If I Knew You Then,.0448,50,31/01/2016,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7132414X,T0114413829,7132414X, ,208685,GBP, , , , , 
